5160613722,21.4492023,41.9899769,Aerodrom,Мезе Бар,,restaurant
5467884712,21.4808444,41.9837709,Aerodrom,Segreto Plus,,restaurant
5782900754,21.4457433,41.9878133,Aerodrom,Пицерија Џокер,sandwich;italian_pizza,fast_food
6268687385,21.4520444,41.9826324,Aerodrom,Gala Kujna,,restaurant
6405264185,21.4670662,41.9856161,Aerodrom,"Пицерија ""Дени""",pizza,restaurant
6586691822,21.4681708,41.9819646,Aerodrom,La Pizza,,restaurant
6604781586,21.4682623,41.9819621,Aerodrom,Ла пица,,fast_food
7508938085,21.4789759,41.9791956,Aerodrom,Гранд Бургер,,fast_food
8948359876,21.4542028,41.9866451,Aerodrom,Equilibrium,,restaurant
310348048,21.3918782,41.9985413,Karposh,Лап Лап,,fast_food
481098096,21.3995191,42.0031464,Karposh,Енрико,italian,restaurant
600905655,21.3926682,42.0028498,Karposh,Две капки,,restaurant
1371716593,21.4122694,41.9979155,Karposh,Топаз,,restaurant
1372568001,21.3989291,42.000855,Karposh,Веки,,restaurant
1380378665,21.4078483,41.9997295,Karposh,Рустикана,burger;regional;breakfast;grill;mediterranean;balkan;chicken;kebab,restaurant
1385773620,21.4025784,41.9930311,Karposh,Спаткарница Канела Прима,,
1475404531,21.3695897,42.0078102,Karposh,Пинк,,fast_food
1577483516,21.3975417,42.0035286,Karposh,Старо Буре,international,restaurant
1577485342,21.3836919,42.0074692,Karposh,Special,regional,
1577485951,21.3741187,42.0065185,Karposh,62,regional,restaurant
1752186795,21.4086601,41.9972291,Karposh,Акорд,,restaurant
1822907697,21.3899358,42.0007595,Karposh,Лесковачка скара „Вили“,burger,fast_food
1868812169,21.3995909,42.0034064,Karposh,Ана Кристи,barbecue,restaurant
1868933572,21.3992299,42.0017742,Karposh,Фотка,macedonian,restaurant
2004962771,21.4059587,42.0015351,Karposh,Вили,,fast_food
2411329687,21.4117168,42.0131608,Karposh,Фиш,fish,restaurant
2601311977,21.4079208,42.0032403,Karposh,Pezogo,,
2818872887,21.4145137,42.0051241,Karposh,Сокаче,,restaurant
3494577049,21.3912646,42.0048773,Karposh,Burger King,burger,fast_food
3506695093,21.3910004,42.0045421,Karposh,Brooklyn Lounge Bar,italian,restaurant
3536179577,21.4099065,41.9953743,Karposh,Носталгија,,restaurant
3634182300,21.3900483,42.0009355,Karposh,Специјал - Тафталиџе,,
3648714485,21.4063144,42.0062651,Karposh,Барбакан,,restaurant
3830705118,21.4095619,41.9958268,Karposh,Златен Клас,,
3909066219,21.4010837,42.0084895,Karposh,бед бунар,,restaurant
